DomainName	Company	Category	Description	
smaato.net	Smaato Inc.	Advertising	Earn maximum advertising revenue with a mobile ad server, RTB ad exchange, and an ad network mediation platform connected to 337 Demand Partners	
smartadserver.com	Smart AdServer	Advertising	The only fully-integrated ad server for managing RTB, Mobile, Video & Web display. Best manage all your campaigns in one interface.	
smarterremarketer.net	Smarter Remarketer 	Email Marketing	Smarter Remarketer provides a Software as a Service (SaaS) Email Marketing automation and analysis suite that allows multi-channel retailers to bolster customer lifetime value by creating relevant and effective customer experiences	
smartertrack.com	Smarttools Inc.	Helpdesk Services	Help Desk Software, Live Chat Software and Knowledge Base Software by SmarterTools.	
snapengage.com	SnapEngage	Live Support	Highly customizable Live Chat software for Sales and Support. SnapEngage Live Chat converts prospects to customers, and customers to loyal advocates.	
snapwidget.com	SnapWidget	Photographic Gallery	SnapWidget allows you to display a dynamically updated Instagram photo gallery on your website or blog. This can be in the form of a grid layout widget, slideshow or photo map that gives users the ability to explore the places you&#039;ve Instagramed.	
sociablelabs.com	Sociable Labs	Social Media	Shopping interest, such as brand, product category, similar sites, gender and member check are leveraged to recommend the right connections for your shoppers to invite to your site. Shoppers have automatic access to all of their trusted connections from any email or social channel.  With this intuitive invite process, there  is no friction for your shoppers. Shoppers and their invitees are provided the right offer, messaging and placement. Incentives are integrated into the user flow to ensure sharing and high CTR rates.	
socialannex.com	Social Annex	Customer Engagement	Our social commerce platform lives on Ecommerce sites to help engage, incentivize, and learn from shoppers so social actually leads to sales.	
sociomantic.com	Sociomantic Labs (DunnHumby)	Web Personalization	Sociomantic Labs, a dunnhumby company, helps the worlds top advertisers grow reach and increase customer loyalty with programmatic display advertising for desktop, mobile and social.	
sonobi.com	Sonobi	Advertising	Sonobi’s suite of buy and sell-side tools allow our customers to identify, deliver, and manage advertising opportunities through performance filters once absent from programmatic channels	
sophus3.com	Sophus3	Analytics	Sophus3 tailored services to approach clients in a targeted way, to improve the online customers experience and boost leads. 80% of carmakers work with Sophus3.	
soundcloud.com	SoundCloud	CDN Audio	SoundCloud is the world’s leading social sound platform where anyone can create sounds and share them everywhere. Recording and uploading sounds to SoundCloud lets people easily share them privately with their friends or publicly to blogs, sites and social networks.	
specificclick.net	Specific Media LLC 	Advertising	Specific Media is a leading global media company connecting brands with consumers across one of the largest audiences worldwide. Our exclusive data partnerships, multiscreen and multiformat targeting capabilities, and innovative advertising solutions enable brands to influence purchasing decisions as they are being made.	
spiceworks.com	Spiceworks Inc.	Connectivity	Get everything IT for free from Spiceworks: a community of IT pros, and an app with network monitoring, help desk, active directory, and more!	
spotxchange.com	SpotXchange	Advertising (Video)	SpotXchange is the trusted video advertising platform for premium publishers, connecting them with advertisers, agencies, trading desks, DSPs and ad networks to ensure they achieve maximum revenue for their inventory.	
srip.net	Akamai Technologies	CDN	Trusted by leading brands, Akamai's Intelligent Platform provides the ubiquity required to scale reliably and to quickly adapt to changes. The Akamai Intelligent Platform is the leading cloud platform for delivering secure, high-performing user experiences to any device, anywhere. It reaches globally and delivers locally. The platform is made up of a distributed network of servers and intelligent software, delivering over two trillion interactions daily. No one delivers more Web traffic than Akamai and 90% of Internet users are a single network hop away. The Akamai Intelligent Platform is constantly monitoring Web conditions.	
srtk.net	AKQA Inc	Tracking	AKQA helps brands to dramatically improve their business performance through innovation.	
stackla.com	Stackla PTY LTD	Social Marketing	Stackla is the content marketing platform that over 500 of the biggest global brands use to put user-generated content at the heart of their marketing.	
statcounter.com	StatCounter	Analytics	A free yet reliable invisible web tracker, highly configurable hit counter and real-time detailed web stats.	
static.ak.facebook.com	Facebook	Social Media	A Facebook domain, serving static content.	
static.polldaddy.com	PollDaddy (Automattic)	Loyalty and Referral Marketing	Polldaddy: Online survey software.	
staticflickr.com	Flickr	Photographic Gallery	Flickr is almost certainly the best online photo management and sharing application in the world. Show off your favorite photos and videos to the world, securely and privately show content to your friends and family, or blog the photos and videos you take with a cameraphone.	
stats.pusher.com	Pusher Ltd.	Real-Time App. Development	Pusher is a hosted API for quickly, easily and securely adding scalable realtime functionality to web and mobile apps.	
stats.wp.com	Wordpress	Internet Hosting	Open source WordPress is the most popular online publishing platform, currently powering more than 20% of the web. We wanted to bring the WordPress experience to an even larger audience, so in 2005 we created WordPress.com. We’re a hosted version of the open source software. Here, you can start a blog or build a website in seconds without any technical knowledge.	
steelhousemedia.com	Steelhouse	Advertising	One platform for acquisition and retention marketing that consistently keeps the same message in front of your audience through display, onsite, and social.	
stellaservice.com	StellaService Inc	Analytics	StellaService objectively measures and rates the customer service performance of online retailers. Our data powers the best customer service teams in retail.	
stickyadstv.com	StickyADS.tv	Advertising (Video)	Programmatic video platform for premium publishers.	
stormiq.com	DC Storm	Analytics	DC Storm's Measured Success arms digital businesses with marketing measurement, attribution, analysis and reporting to power data driven decisions.	
stratus.sc	SoundCloud	CDN Audio	SoundCloud is the world’s leading social sound platform where anyone can create sounds and share them everywhere. Recording and uploading sounds to SoundCloud lets people easily share them privately with their friends or publicly to blogs, sites and social networks.	
strikead.com	StrikeAd	Advertising	StrikeAd is the leader in programmatic advertising across multiple devices. We combine the huge reach of leading SSPs with best in class mobile DMP audience data and our advanced predictive modelling to deliver unparalleled insight and superior ROI.	
stripe.com	Stripe	Payment Gateway	Stripe is a developer-friendly way to accept payments online and in mobile apps. We process billions of dollars a year for thousands of companies of all sizes.	
struq.com	Struq	Advertising	Struq enables retailers to retarget users across devices, increasing the sales delivered by retargeting by 30%.	
sub2tech.com	Sub2 Technologies	Web Personalization	At Sub2 our suite of personalisation applications has been designed to improve your website performance and increase your conversion rates. Whats more theres no capital expenditure or IT infrastructure changes required. Implementation is straight forward, so you can start to see results quickly. How? Well we combine multi-channel data with market leading SaaS technology to allow you to target your customers and prospects with exactly the right products, messages and offers at exactly the right time. Our real time technology means you can automatically personalise each visitors journey in under 100 milliseconds.	
sublimevideo.net	DailyMotion	CDN Video	Jilion is a pioneer and leading provider of no-compromises HTML5 Video Technologies. SublimeVideo started in 2010 as the world’s first cloud-based HTML5 Video player; a pioneering solution that provides Web publishers with a fast, pain-free way to truly embrace and enable HTML5 and allows their videos to play flawlessly on any device, browser and web page. Bought by DailyMotion in 2013.	
suitesmart.com	Perfect Privacy	Domain Services	Private domin registrations	
sumome.com	SumoMe	Analytics	SumoMe is a suite of free tools that can be used to grow your website's traffic. The SumoMe tools are easy to install and work on any website.	
supert.ag	Datalicious	Tag Management	Supertag is Australia's leading tag management platform that enables digital marketers and agencies to manage a wide range of digital analytics and optimisation technologies through an easy to use drag and drop online interface.	
surveymonkey.com	SurveyMonkey	Surveys	SurveyMonkey is the world's most popular online survey software. We make it easier than ever to create polls and survey questionnaires for learning about anything from customer satisfaction to employee engagement. Sign up to access our library of sample survey questions and expert-certified templates. Customize your survey questions, distribute your questionnaire on the web, and start collecting responses in real time. Our Analyze tool helps you turn survey data into insights and create professional reports.	
swiftype.com	Swiftype	Site Search	The simplest way to add search to your website or application	
switchadhub.com	Switch Concepts Ltd	Advertising	Switch is a unique real-time trading platform specifically designed for publishers to supercharge their online ad revenue.	
switchads.com	Switch Concepts	Advertising	SwitchAds is a simple digital advertising solution and part of the comprehensive suite of offerings from Switch Concepts. Switch are a fast growing digital advertising technology company providing clients with a pioneering adserver technology and a data platform to enable website publishers to maximise income from their ad inventory.	
symcb.com	Symantec Corporation	Website Security	Symantec helps consumers and organizations secure and manage their information-driven world. Learn about the company, read what media and analysts have to say about Symantec, or find positions open in our team.	
symcd.com	Symantec Corporation	Website Security	Symantec helps consumers and organizations secure and manage their information-driven world. Learn about the company, read what media and analysts have to say about Symantec, or find positions open in our team.	
t.co	Twitter	Social Media	Twitter uses the t.co domain as part of a service to protect users from harmful activity, to provide value for the developer ecosystem, and as a quality signal for surfacing relevant, interesting Tweets.	
t4ft.de	Batch Media GmbH	Advertising	The firstTAG technology is an in-house development of batch and since 2009 forms the basis of our verification portfolio. The system is subject to strict quality controls, is designed to respond flexibly to peaks. The data centers are distributed among various locations in Germany and Europe. 
The data basis of firstTAG system, and unique aspect of our range, is our domain database that allows us to classify advertising environments. It is fed from a plurality of data sources and lays the foundation for our verification.	
taboola.com	Taboola	Content Provision	Taboola is the world's leading content discovery platform, serving 200B recommendations to over 550M unique visitors each month on the web's most innovative publisher sites	
tag.researchgnow.com	Research Now	Market Research (Surveys)	Research Now gives you the expertise, passion and commitment to achieve the best online research possible.	
tag4arm.com	ARM	Analytics	ARM is one of the UKs leading customer acquisition agencies, advertising agencies and marketing agencies, delivering successful solutions for clients.	
tagcommander.com	TagCommander	Tag Management	TagCommander is the leading enterprise tag management system (TMS) that helps global organizations better manage technical resources, accelerate marketing activities and improve campaign performance.	
tagmanager.coremetrics.com	IBM Corp.	Tag Management	IBM Digital Data Exchange; manage tags from IBM and certified partner and other vendor tags, including auditing tag performance.	
tapad.com	Typad	Analytics	Tapad&#039;s powerful algorithms and revolutionary technology deliver the highest possible probability that devices are related. The results: deeper engagement, a more enriched experience and better returns.	
teads.tv	Teads	Advertising (Video)	Platform for video advertising innovations.	
tellapart.com	Tell Apart	Analytics	Founded and led by the best minds in predictive analytics and marketing technology, TellApart helps retailers leverage their customer data to personalize the customer experience and drive omnichannel commerce.	
tellaparts.com	Tell Apart	Analytics	Founded and led by the best minds in predictive analytics and marketing technology, TellApart helps retailers leverage their customer data to personalize the customer experience and drive omnichannel commerce.	
texthelp.com	Texthelp Ltd	Accessability	Texthelp develops life-changing literacy software for pupils/students, employees, and publishers. We support struggling readers and writers to succeed with independence and ease.	
thcdn.com	The Hut Group	Content Provision	The UK&#039;s leading, multi-website online retailer. Winner of Times Profit Track 100 in 2014.	
thebestday.com	The Best Day	Social Media	The Best Day makes it easier to lock in your group for your next get-together. It lets you set up options for date, time and venue, and then invites your friends to vote.	
thebrighttag.com	Signal	Tag Management	Signal is the global leader in cross-channel marketing technology. Thousands of brands and digital agencies around the world rely on Signal&#039;s patented technology to transform data into insights and engage with customers across the web, mobile devices and beyond ? all in real time.	
thefind.com	TheFind Inc.	Product Search	TheFind applies patented e-commerce technology to make the consumer shopping experience easy, efficient and fun. TheFind works in a multi-channel environment to personalize the shopping experience. We are dedicated to searching all the stores on the web, to find just the right products shoppers are looking to buy. For every search, TheFind shows the most relevant products from top stores right on the first page of results, and delivers a visually compelling, efficient and complete online shopping experience from the browser, smartphone or tablet.	
thinglink.com	Thinglink	Image Interactivity	ThingLink is the leading platform for creating interactive images for web, social and advertising channels	
tidaltv.com	Videology, Inc	Advertising (Video)	Videology was founded in 2007 by Scott Ferber, also the co-founder of advertising.com. It is one of the worlds largest video advertising platforms. By simplifying big data, we empower marketers and media companies to make smarter advertising decisions to fully harness the value of their audience across screens. Our math and science-based technology enables our customers to manage, measure and optimize digital video and TV advertising to achieve the best results in the converging media landscape	
tifbs.net	United Internet Media AG	Internet Hosting	With its brands 1&1, GMX, WEB.DE, mail.com, Fasthosts, InterNetX, Fasthosts, united-domains, affilinet, Sedo and United Internet Media, United Internet AG is Europe's leading internet specialist.	
tinyurl.com	TinyURL, LLC	Web Design	Making over a billion long URLs usable! Serving billions of redirects per month.	
tiqcdn.com	Tealium	Tag Management	Enterprise tag management and digital data distribution (D3P). Streamline digital marketing and take action on your most valuable audiences in real-time.	
tm-aws.com	Trinity Mirror Digital Media Ltd.	Newsfeed Provider	All the latest news, sport and celebrity gossip at Mirror.co.uk. Get all the big headlines, pictures, analysis, opinion and video on the stories that matter to you.	
tmcs.net	TicketMaster	Ticketing Services	Ticketmaster provides integration with 3rd party applications allowing you to have the best of all worlds. This includes, single fan login across multiple ecommerce providers, access control systems, EFT and CRM.	
tmvtp.com	Accenture	Analytics	Analytics, part of Accenture Digital, can help you grow your business in entirely new ways.	
touchcommerce.com	Touch Commerce	Live Support	TouchCommerce enables you to engage with your customers anytime, anywhere, on any device they choose. Our omni-channel engagement solutions deliver the experience your customers have come to expect. Learn more about the different ways TouchCommerce can help you meet and exceed your sales and support business goals.	
trackalyzer.com	LeadLander	Analytics	LeadLander's real-time analytics easily allows you to determine the value you're getting from your marketing automation efforts. LeadLander delivers online and email-based reports that will tell you who is clicking through on your email campaigns, who is clicking on your Google AdWords, and who is visiting your site organically or through paid search.	
tracker.twenga.co.uk	Twenga	Price Comparison	The biggest choice online. Find the best prices from top brands and UK retailers.	
tracking.adjug.com	AdJug	Tracking	The online advertising exchange.	
tradedoubler.com	Tradedoubler	Advertising	Tradedoubler is an affiliate and performance based marketing community. We bring together advertisers, publishers, agencies and developers to share profitable connections and drive growth and revenue for their different businesses.	
transifex.com	Transifex	Translation Services	Transifex makes it easy to collect, translate and deliver digital content, web and mobile apps in multiple languages.	
translate.googleapis.com	Google	Translation Services	The Google Translate API lets websites and programs integrate with Google Translate programmatically.	
tribalfusion.com	Exponential Interactive	Advertising	Tribal Fusion is a global performance display advertising provider. We enable advertisers to model, target and optimize online campaigns against our unique, interest-based audiences, which are built to deliver display advertising performance.	
triggeredmessaging.com	Triggered Messaging	Web Personalization	Turbo-charge your ESP. Use cart abandonment and other buying signals to instantly send triggered messages to buyers before they go elsewhere.	
trovus.co.uk	White Label Intelligence	Analytics	Trovus are an Award Winning Managed Service Provider in Business Analytics.	
trust-guard.com	Trust Guard LLC.	Website Security	Trust Guard Trust Seals improve credibility, build customer trust, and increase conversions and Sales!	
truste.com	TRUSTe	Website Security	TRUSTe is the leading online privacy management services provider offering a broad suite of consumer, advertising, mobile, cloud and data privacy solutions which build online trust and safety.	
trustlogo.com	Comodo	Website Security	Comodo, the leading Internet Security Provider offers Free Antivirus, SSL Certificate and other Internet Security related products with complete protection.	
trustpilot.com	Trust Pilot	Opinions and Reviews	We';re all about consumer reviews. Get the real inside story from shoppers like you. Read, write and share reviews on Trustpilot today.	
trustwave.com	Trustwave	Website Security	Trustwave helps businesses fight cybercrime, protect data and reduce security risk. We give organizations the services and technologies they need to transform the way they plan, prepare, integrate and manage their information security and compliance programs.	
tt.omtrdc.net	Adobe Systems Incorporated	Tracking	Adobe offers hosted services as part of Adobe Digital Marketing Suite that enable companies to personalize and improve the performance of their websites, apps, social networking pages, and marketing activities. Adobe services collect and analyze information, such as clicks made by visitors when they use a company's websites, apps, or social networking pages or view marketing emails or advertisements.	
tubemogul.com	TubeMogul	Advertising (Video)	TubeMogul is the video advertising platform that puts brands and agencies in control.	
tumblr.com	Tumblr	Social Media	Post anything (from anywhere!), customize everything, and find and follow what you love.  Create your own Tumblr blog today.	
turbobytes.net	TyrbooBytes	CDN	TurboBytes&#39; intelligent Multi-CDN service prevents outages and slowdowns from hurting your online business. Use our 5 CDNs (mainland China included), or bring your own.	
turn.com	Turn Inc.	Analytics	Turn powers the world&#039;s largest advertisers and trading desks. Our technology delivers real-time data insights and amazing campaign performance.	
tweetmeme.com	VOID	Social Media	VOID	
twimg.com	Twitter	Social Media	Twitter uses the twimg.com domain as part of a service to host and deliver images associated with Tweets.	
twitter.com	Twitter	Social Media	Connects with your friends and other fascinating people. Get in-the-moment updates on the things that interest you. And watch events unfold, in real time, from every angle.	
tynt.com	33 Across Inc.	Advertising	Generate incremental ad revenue with zero impact on your existing revenue sources. Benefit from user copy & paste activity to drive SEO, traffic, editorial insights, and more.	
typekit.com	Adobe Systems Incorporated	CDN Fonts	Typekit is a subscription font service that brings thousands of fonts from foundry partners into one library for quick browsing, easy use on the web or on your desktop, and endless typographic inspiration.	
typekit.net	Adobe Systems Incorporated	CDN Fonts	Typekit is a subscription font service that brings thousands of fonts from foundry partners into one library for quick browsing, easy use on the web or on your desktop, and endless typographic inspiration.	
typography.com	Hoefler &amp; Co	CDN Fonts	Cloud.typography takes the guesswork out of using fonts online. It starts with one of the worlds most sophisticated type libraries, completely redesigned for the screen, and engineered to be crisp and clear at even the smallest sizes. Managed by a powerful and intuitive web interface, Cloud.typography is a 100% CSS solution thats simple to set up, painless to integrate with your existing site, and designed to grow with you from development through production. Delivered by Akamai, the first name in CDNs, Cloud.typography answers each browser with exactly the right type of webfonts, all with incredible speed and reliability. With advanced typographic controls that designers love, and a cost-effective way to satisfy even the biggest websites, Cloud.typography is a whole new way to make typography a meaningful part of your online experience.	
ubertags.com	Ubertags	Tag Management	UberTags' cloud-based Tag Management System helps clients launch and manage 3rd party code snippets while improving page load times. UberTags grew up operating enterprise websites which orients the product around improving load time, reducing complexity, and driving website agility. UberTags is trusted by over 100 enterprise, ecommerce, and content websites across the globe.	
uconnect.tealiumiq.com	Tealium	Tag Management	Enterprise tag management and digital data distribution (D3P). Streamline digital marketing and take action on your most valuable audiences in real-time.	
uicdn.net	United Internet Media AG	Internet Hosting	With its brands 1&1, GMX, WEB.DE, mail.com, Fasthosts, InterNetX, Fasthosts, united-domains, affilinet, Sedo and United Internet Media, United Internet AG is Europe's leading internet specialist.	
uimserv.net	United Internet Media AG	Internet Hosting	With its brands 1&amp;1, GMX, WEB.DE, mail.com, Fasthosts, InterNetX, Fasthosts, united-domains, affilinet, Sedo and United Internet Media, United Internet AG is Europe&#039;s leading internet specialist.	
uk.view.adjug.com	AdJug	Advertising	The online advertising exchange.	
unica.com	IBM Corp.	Analytics	IBM EMM solutions are recognised as market leaders by leading industry analyst reports which covers multi-channel campaign management, cross-channel campaign management, integrated marketing management and customer analytics.	
usabilla.com	Usabilla	Opinions and Reviews	Collect continuously visual feedback on your website, visualize results, and improve your user experience. Happy users convert.	
usage.trackjs.com	TrackJS LLC	Performance	JavaScript Error and Event Tracking for Modern JavaScript Websites and Applications.	
userreport.com	UserReport	Market Research (Surveys)	Free online usability surveys with demographic information. Detailed click tracking for websites and feedback button for online user forum.	
userzoom.com	Userzoom	Usability Research (Customer Experience)	All-in-one solution to manage digital Customer Experiences by enabling brands to cost-effectively plan, research, design, and measure CX &amp; UX	
vdna-assets.com	Imagini Holdings	Advertising	Imagini Holdings Limited provides psychographic data, data analytics, targeted content and advertising services, and device image-based quizzes for clients and business partners. It offers ValuableMe, a quiz that helps clients to understand their digital identity worth; and VisualDNA Personality Quiz, a personality profiling tool that helps clients to get insight into various areas of their life, such as personality, mindset, attitude towards money, relationships, and more. 	
vee24.com	Vee24	Live Support	Vee24 provides best in class voice, video, text and co-browsing solutions, used by some of the world’s biggest brands.	
veeseo.com	Veeseo	Content Provision	veeseo offers fully automated technologies to increase your video and article views. With our speech recognition, we analyze your videos and articles and place the optimal matching video and article recommendations on your website.	
veinteractive.com	Ve Interactive	Advertising	The eCommerce industry's No.1 dynamic retargeting and re-engagement platform, designed to drive incremental revenue growth.	
verisign.com	Verisign (Symantec)	Website Security	Symantec Authentication Services powered by VeriSign provides solutions that allow companies & consumers to engage in communications & commerce online with confidence. Symantec Authentication Services include SSL Certificates, Extended Validation SSL, two-factor authentication, identity protection, code signing & public key infrastructure (PKI).	
veruta.com	MyBuys	Web Personalization	MyAds is the only complete consumer lifecycle display ad solution, allowing retailers and brands to acquire new buyers, retarget shoppers looking to buy, and reactivate customers who are dormant. This revolutionary new display ad service is powered by the MyBuys Active Shopper Database, which consists of insights into the shopping behaviors and purchase intent of more than 250 million unique consumers.	
viamichelin.com	Michelin	Travel Search Tools	World maps, city maps, driving directions, Michelin-starred restaurants, hotel booking, traffic news and weather forecast with ViaMichelin.	
viator.com	Trip Advisor	Travel Search Tools	Viator is the world's leading resource for researching, finding and booking the best travel experiences worldwide. Viator joined the TripAdvisor family in 2014.	
viglink.com	VigLink	Advertising	VigLink is the platform on which site-to-site clicks are priced, bought, and sold. Publishers get paid for the sales they drive, advertisers earn new customers.	
vimeo.com	Vimeo	Video Platform (Streaming)	Vimeo is the home for high-quality videos and the people who love them.	
vimeocdn.com	Vimeo	CDN Video	Vimeo is the home for high-quality videos and the people who love them.	
vindicosuite.com	Vindico LLC.	Advertising (Video)	More than your ad server, Vindico powers digital advertising everywhere.	
vioapi.com	Viocorp International Pty Ltd	Video Platform (Streaming)	Make online video part of your marketing and communications strategy. Viostream your complete cloud based Online Video Platform Solution. Reliable &amp; Secure.	
viralninjas.com	ViralNinjas	Customer Acquisition (Referrals)	ViralNinjas is the only Customer Acquisition Platform growing eCommerce sites faster for less through referral marketing programs and growth hacking. ViralNinjas helps eCommerce, Daily Deals and Flash Sale sites acquire more customers, faster, for less with our full service 'Refer-a-Friend' platform.	
virtualearth.net	Microsoft Corporation	Mapping Services	Microsoft® Bing Maps is a flexible platform with tools designed for rapid application development and provides seamless integration with other Microsoft® software including Windows 8, SharePoint, SQL, Dynamics and Office, as well as external data feeds.	
visualdna.com	Imagini Holdings	Advertising	Imagini Holdings Limited provides psychographic data, data analytics, targeted content and advertising services, and device image-based quizzes for clients and business partners. It offers ValuableMe, a quiz that helps clients to understand their digital identity worth; and VisualDNA Personality Quiz, a personality profiling tool that helps clients to get insight into various areas of their life, such as personality, mindset, attitude towards money, relationships, and more. 	
visualrevenue.com	Outbrain Inc.	Content Provision	Outbrain is the world's largest and most trusted content discovery platform.	
visualwebsiteoptimizer.com	Wingify	A-B Testing	AB testing software for marketers with built-in heatmaps. Signup for 30-day free trial of our A/B testing tool to improve conversion rate and sales from your website.	
vivocha.com	Vivocha S.p.A	Live Support	Live Engagement Software. Chat, Call Backs, Click2Call, VoIP, Video. Increase your Sales and ROI with a Proactive Customer Support Tool	
vizu.com	Vizu (Nielsen)	Market Research (Surveys)	Measure digital online brand advertising effectiveness. Conduct fast, affordable market research. Free customizable web poll surveys for your site or blog.	
vizury.com	Vizury	Advertising	At Vizury, we help bring brands closer to online markets and capture not just eyeballs, but also their attention and imagination. Established in 2008, we work with some of the best known online brands in 27 countries across industries such as travel & hospitality, eCommerce, healthcare, automobile, and classifieds. 	
vjs.zencdn.net	Brightcove ZenCoder	CDN Video	Audio and video encoding/transcoding software as a service. Convert videos online into web and mobile formats using our cloud encoding API.	
vk.com	VK	Social Media	VK is the largest European social network with over a 100 million active users	
voicefive.com	VoiceFive	Market Research (Surveys)	VoiceFive, a comScore, Inc. company, is a leading global market research company that studies and reports on Internet trends and behavior. VoiceFive is routinely commissioned to conduct research on numerous topics of concern to industry leaders in diverse fields, including travel, pharmaceuticals, and publishing.	
vwo.com	Visual Web Optimizer	A-B Testing	VWO is the easiest A/B, Split and Multivariate testing tool.	
w55c.net	Dataxu	Marketing Platform	DataXu transforms how companies build brands in a digital world as the industry&#039;s only fully integrated programmatic marketing solution.	
web-call-analytics.com	Fonecall	Analytics	Fonecall is Your Friendly Australian Telco.  Providing 1300, 1800 and 13 Numbers. Live Answering. Business VoIP. And More	
webengage.com	Webklipper Technologies Pvt Ltd	Customer Engagement	The most powerful on-site customer engagement suite for your website that lets you collect Feedback, gather customer insights using hyper targeted Surveys and drive sales/conversions via push Notifications.	
webink.com	Extensis WebInk	CDN Fonts	In the exciting world of typography, we've decided to take the oracle’s advice and turn the page. WebINK is merely a chapter in the Extensis story, and definitely not the last, in our epic journey with typography and fonts.	
weborama.fr	Weborama	Advertising	Weborama offers a daily ranking of the best sites based on their hearing and on votes of surfers. Go well beyond the counter with Weboscope Free Tool Free statistics for your site developed by Weborama.	
websta.me	A-FIS PTE. LTD,	Photographic Gallery	Use Instagram online! Websta is the Best Instagram Web Viewer!	
webtrekk-asia.net	Webtrekk	Analytics	Webtrekk means fast web analytics based on raw data in real-time combined with individual consulting services. Our comprehensive solutions for website optimization have already been recognized with awards in the international web analytics market.	
webtrekk.net	Webtrekk	Analytics	Webtrekk means fast web analytics based on raw data in real-time combined with individual consulting services. Our comprehensive solutions for website optimization have already been recognized with awards in the international web analytics market.	
webtrends.com	Webtrends	Analytics	We change what’s possible in digital marketing. Discover new ways to reach customers through our measurement, optimization, and social enterprise solutions.	
webtrendslive.com	Webtrends	Analytics	Webtrends is both the pioneer of digital analytics and a leader of digital marketing solutions today. We've been around since 1993, but stay far ahead of the curve when it comes to helping brands reach customers in a meaningful way.	
webtype.com	Webtype	CDN Fonts	Webtype provides fonts for the highest quality online typography, including typefaces which were designed from scratch specifically for onscreen reading.	
where.com	Paypal	Advertising	PayPal Media Network was formerly WHERE, a Boston-based startup focused on leveraging location technology and data in mobile to enhance relevancy in advertising. WHERE was acquired by PayPal in 2011 so that the company could help its partners better compete in the new omni-channel marketplace by leveraging the power of location and data-driven targeting. Today, PPMN provides targeted advertising and offer products that are distributed across both mobile and online channels at scale. Through our suite of demand generation solutions, PPMN helps retailers and brands reach consumers throughout the omni-channel shopping journey, empowering them to engage any time, anywhere and any way.	
whoson.com	WhosOn Live Chat Software	Live Support	Award winning Live Chat Software from WhosOn. Track, chat and engage with customers on your website with Live Chat. From Parker Software.	
widearea.co.uk	Wide Area Communications	Web Design	Wide Area Communications is a web development business that specialises in building content-rich websites, apps and tablet-based products.	
willyfogg.com	WillyFogg.com	Product Search	WillyFogg.com provides a Multilingual International Products Search to connect potential consumers to sellers. Our mission is to make information about products more accessible for people around the world. WillyFogg.com has a large and wide index and provides more relevant and accurate results about products than any other search engine.	
windows.net	Microsoft Corporation	Internet Hosting	A custom domain for accessing blob data in a Microsoft Azure storage account.	
wistia.net	Wistia	Video Platform (Streaming)	Wistia provides professional video hosting. Engage your prospects, customers, and employees with video.	
wnmedia.co.uk	World News Media	News Provider	World News Media is a multi platform media group and publisher of quality financial, business and lifestyle magazines and websites.	
wordpress.com	Wordpress	Internet Hosting	WordPress.com is the best place for your personal blog or business site.	
workcast.net	WorkCast Corporation	Event and Presentation Platform	WorkCast is a leading Online Event &amp; Presentation Platform providing highly interactive &amp; branded webinars, webcasts, virtual events &amp; e-learning solutions.	
worldpay.com	Worldpay	Payment Gateway	At Worldpay, we can provide you with card processing services for your business from card machines, online payments to mail and telephone orders.	
wowanalytics.co.uk	Wow Analytics Ltd.	Analytics	WOW Analytics is a platform for B2B sales and marketing teams. It identifies and names prospects visiting a corporate website, tracks their visits and helps build up a lead score for them. Move prospects from cold all the way through to hot leads.	
wp.com	Wordpress	Internet Hosting	Open source WordPress is the most popular online publishing platform, currently powering more than 20% of the web. We wanted to bring the WordPress experience to an even larger audience, so in 2005 we created WordPress.com. We’re a hosted version of the open source software. Here, you can start a blog or build a website in seconds without any technical knowledge.	
wsj.net	The Wall Street Jounal	Business News	Stock Market Quotes, Business News and Financial News.	
wtp101.com	Diligent (Adnetik)	Ad Real-time Bidding	In the battle for consumer attention it takes more than technology and data to deliver meaningful results. Digilant's team of experts go above and beyond, combining ad technology with an approach that helps you uncover unique insights and deliver specific, relevant recommendations. We make it possible to apply your data in real time so you reach your best customers and prospects at the right time to maximize business results.	
www.etracker.com	etracker GmbH	Analytics	Web analytics and website optimisation solutions for every business model. Fast and easy integration	
www.eway.com.au	Web Active Corporation Pty Ltd	Payment Gateway	eWAY&#39;s secure online payment gateway makes it easy and hassle free for you to accept credit card payments through your website.	
www.google-analytics.com	Google	Analytics	Google Analytics lets you measure your advertising ROI as well as track your Flash, video, and social networking sites and applications.	
www.paypalobjects.com	PayPal Inc.	CDN Images	Archive of PayPal Buttons and Images in various languages.	
www.qsstats.com	QuinStreet Inc	Advertising	The Leader in Vertical Marketing and Media Online. QuinStreet serves clients and consumers in large, information-intensive industry verticals where relevant, targeted media and offerings help visitors make informed choices and find products and services that match their needs. Currently, primary client verticals are the education and financial services industries.	
wwwimages.adobe.com	Adobe Systems Incorporated	CDN Images	The 2014 release of Creative Cloud includes all-new versions of your favorite desktop apps — including Photoshop, Illustrator, and Premiere Pro — with hundreds of new features and performance improvements. Do your best work more efficiently using the latest innovations and modern standards.	
xg4ken.com	Kenshoo Ltd.	Marketing Platform	Kenshoo is a global software company that engineers cloud-based digital marketing solutions and predictive media optimization technology. Do you Kenshoo?	
xiti.com	AT Internet	Analytics	XiTi is a web analytics tool provided by AT Internet for an introduction to web traffic measurement. Why not also discover AT Internet’s top of the range web, mobile and social analytics solutions?	
